gene_ID	dMethylation	dExpression
LOC_Os01g01010	0.8720686682408	0.13561623787320073
LOC_Os01g01019	0.290322576159	-0.6921165938463193
LOC_Os01g01050	2.521889501533	0.09472710962401693
LOC_Os01g01070	-4.33689777605	-0.37767486023763136
LOC_Os01g01080	2.75664296687	-1.2168354692043812
LOC_Os01g01090	1.059022643110001	-0.10397294223570129
LOC_Os01g01100	0.5667804681800002	-0.024933367870006
LOC_Os01g01110	1.6222222646099997	-1.9507968558388995
LOC_Os01g01110	1.6222222646099997	-2.240900448242166
LOC_Os01g01115	0.9180791044639999	-0.07878267148529904
LOC_Os01g01130	0.23597884351099985	-0.5772892417608777
LOC_Os01g01140	0.22249598122999892	0.0
LOC_Os01g01150	3.879798966797	0.5121672854889586
LOC_Os01g01170	0.354297691468	1.4813035048692345
LOC_Os01g01190	-1.365927387793	-1.9910356559538902
LOC_Os01g01210	0.8586013753599997	0.0
LOC_Os01g01260	0.7454846196999991	0.0
LOC_Os01g01270	1.2499051959100003	0.0
LOC_Os01g01280	1.11523809568	-0.9974528895570066
LOC_Os01g01290	-6.442675116190001	-0.528595901391984
LOC_Os01g01295	2.0691763389549997	-0.469409797186152
LOC_Os01g01312	-0.34170492369800004	0.2713985842495749
LOC_Os01g01320	0.49148817891999963	0.0
LOC_Os01g01330	2.4243295181999995	0.4383531483567063
LOC_Os01g01340	0.08601400009999693	0.7443957703350348
LOC_Os01g01360	13.606900652389998	0.5526847844615778
LOC_Os01g01369	-1.3682718429340004	-1.0023679655228688
LOC_Os01g01380	1.249000012312	-0.22194596103115466
LOC_Os01g01390	-1.052772575633	0.053804554045788
LOC_Os01g01400	-0.3689972707999998	-0.14103470348294866
LOC_Os01g01410	-1.4841229700679999	0.1259607033415857
LOC_Os01g01420	0.9818629892169998	0.5866125899423326
LOC_Os01g01430	0.26121507605199995	0.16010821097199546
LOC_Os01g01440	1.6411633356	0.0
LOC_Os01g01450	0.608910889466	1.6213056017713012
LOC_Os01g01460	-6.486531980460001	0.0
LOC_Os01g01470	1.48571432169	-1.1006278610723885
LOC_Os01g01484	0.6567140000759998	-0.8777340834221904
LOC_Os01g01500	4.491666640809999	0.0
LOC_Os01g01510	2.22880821697	0.8423074162377809
LOC_Os01g01520	10.351727258900002	3.818453407016646
LOC_Os01g01530	15.750000253300001	0.0
LOC_Os01g01560	1.0013786189899996	-0.004828436466326355
LOC_Os01g01570	1.929445093887	-0.5258886126145715
LOC_Os01g01590	7.687841883400003	0.0
LOC_Os01g01600	0.17343564471799988	0.3352902427147661
LOC_Os01g01610	-6.09233186	-1.5290399264085666
LOC_Os01g01620	1.1197865403810001	2.977297845814677
LOC_Os01g01640	1.1407890265749998	-0.9704714606034133
LOC_Os01g01650	0.60396041758	0.0
LOC_Os01g01660	1.8933987667999996	3.7004462434549605
LOC_Os01g01670	0.49723007280939996	0.5432175841615815
LOC_Os01g01680	2.8965517364699997	0.5704308707800172
LOC_Os01g01689	1.4023750534810002	0.4903648324341937
LOC_Os01g01700	-4.961074563916999	-0.6860625473592195
LOC_Os01g01710	1.0313638156988	1.0326065647470037
LOC_Os01g01720	-9.16851931342	0.46118416872710083
LOC_Os01g01730	0.629629636252	-0.3550546152589757
LOC_Os01g01740	0.8424787704031002	-0.0632775834796037
LOC_Os01g01760	1.54545456171	-0.4548256408713995
LOC_Os01g01770	4.2500000447	0.0
LOC_Os01g01780	1.2135306613499999	-0.04792485359811342
LOC_Os01g01790	-1.81384051632	-1.168838723626097
LOC_Os01g01800	2.361524914711	-1.190435459468597
LOC_Os01g01810	5.721978192549998	0.0
LOC_Os01g01830	-0.3601152891299999	-0.21928879201154405
LOC_Os01g01840	-8.4241150782	0.0
LOC_Os01g01850	2.45523235508	0.0
LOC_Os01g01860	1.27585230672	0.0
LOC_Os01g01870	0.6744730021	1.471361054173157
LOC_Os01g01880	2.75862067938	0.0
LOC_Os01g01890	0.9605405261819999	1.125388414866956
LOC_Os01g01900	-0.45107603288000053	0.0
LOC_Os01g01910	4.417711649919999	0.6605185749104249
LOC_Os01g01910	4.417711649919999	1.434041533321199
LOC_Os01g01920	3.802310985393	3.322425963597602
LOC_Os01g01925	2.4360735186000007	1.4322584348964171
LOC_Os01g01950	0.0	-0.33032892730232594
LOC_Os01g01960	-30.865876451705	-2.1067873515672098
LOC_Os01g01970	3.77944034768	-0.3847866828698922
LOC_Os01g01980	0.551490522076	-1.8775204676488904
LOC_Os01g01990	-0.5404589245499998	0.0
LOC_Os01g02000	4.4452367915655	0.02103946057995946
LOC_Os01g02010	0.36686390373800004	0.21137252453213612
LOC_Os01g02020	-23.23926891784	-1.2047131537020788
LOC_Os01g02040	-5.804324481623001	-0.7917864573085427
LOC_Os01g02050	-0.5277274061599999	1.0888510536039506
LOC_Os01g02060	0.46807957108499987	2.566818703211019
LOC_Os01g02070	0.0	0.0
LOC_Os01g02080	8.187179578799002	-0.9084774469558226
LOC_Os01g02090	-1.6367037661199995	-0.47070246939165566
LOC_Os01g02100	1.995907590922	-0.8680632021275316
LOC_Os01g02110	1.5999999986200002	-0.163982984337416
LOC_Os01g02120	-1.8940156638999994	-2.255843083064328
LOC_Os01g02130	14.2383887453	-0.4190547299603246
LOC_Os01g02139	-2.65543474816	-1.3456457610606594
LOC_Os01g02150	0.15277777695	-0.22410438857423076
LOC_Os01g02160	-19.537162336487	-0.3906855516018405
LOC_Os01g02170	-3.18041751755	0.8855982503111052
LOC_Os01g02180	-2.0741939023060003	0.8887175362574201
LOC_Os01g02190	0.0499999988824	0.13755598443396044
LOC_Os01g02200	-4.606699698718	0.07774664310111781
LOC_Os01g02210	2.6228742805699996	0.0
LOC_Os01g02220	1.7425407474499996	0.0
LOC_Os01g02230	-0.8672569154899992	0.0
LOC_Os01g02240	4.491666794446999	0.0
LOC_Os01g02250	-3.63008977165	0.0
LOC_Os01g02260	0.42256788307999993	-0.22648386814420546
LOC_Os01g02270	-0.48484845705	-0.5480137800201128
LOC_Os01g02280	-1.6673415071000002	0.0
LOC_Os01g02290	-20.3931788469	-2.8205565637017314
LOC_Os01g02300	-1.16967811557	-2.8645675634422423
LOC_Os01g02310	2.204432633745	-0.44825232669461973
LOC_Os01g02320	0.34286143026500004	-1.7358479008700887
LOC_Os01g02360	2.3572234410952	-1.2341976079598684
LOC_Os01g02380	-5.99013996195	0.0
LOC_Os01g02390	0.8221632270200001	-1.169967725519472
LOC_Os01g02400	2.3285269369922	0.6241045924912688
LOC_Os01g02400	2.3285269369922	-0.5890572149225897
LOC_Os01g02420	1.19037200581	0.7660628592533995
LOC_Os01g02420	1.19037200581	-0.013302328434118866
LOC_Os01g02430	-0.6737510919800005	0.5515359237906806
LOC_Os01g02440	-0.8058016499399998	-0.05154194339518713
LOC_Os01g02450	-0.29505852762999996	0.0
LOC_Os01g02460	-0.7104417499699998	0.005090767290327102
LOC_Os01g02470	0.36666666468000003	0.1671909282798392
LOC_Os01g02480	1.8888637939999988	0.0
LOC_Os01g02490	-5.323816273128	-0.6432125583963411
LOC_Os01g02500	0.6558441563039998	-0.8333708149949255
LOC_Os01g02510	6.277804845639999	-1.6730644560760397
LOC_Os01g02520	6.28107428526	-1.2125698026435474
LOC_Os01g02530	16.234684061990002	-0.46838040938428993
LOC_Os01g02540	0.6121927543400005	0.1542929039696205
LOC_Os01g02550	-0.79756414598	-0.01608035299079546
LOC_Os01g02560	4.225771499213001	0.6016741909942579
LOC_Os01g02560	4.225771499213001	0.13867338767908036
LOC_Os01g02570	1.3906335658300002	0.0
LOC_Os01g02580	6.3916227927000016	0.04581675969982558
LOC_Os01g02590	3.85937504071	0.36320314748623794
LOC_Os01g02610	0.08048154823000075	0.0
LOC_Os01g02629	1.0981992001000003	0.0
LOC_Os01g02650	3.5293088272599995	0.0
LOC_Os01g02660	0.3242714540399998	0.0
LOC_Os01g02670	5.2039140563	0.0
LOC_Os01g02690	0.5341505350400011	0.42548058750527756
LOC_Os01g02710	0.430107517268	-0.0580478748825079
LOC_Os01g02720	-5.023865007982	-0.2582089208370424
LOC_Os01g02730	5.957755954719999	-0.36718698889271284
LOC_Os01g02740	1.5930782392200005	0.0
LOC_Os01g02740	1.5930782392200005	0.0
LOC_Os01g02750	-0.36299980679999955	0.46582717203503604
LOC_Os01g02750	-0.36299980679999955	0.6712089889022602
LOC_Os01g02770	1.6484838414011	0.26370346479900064
LOC_Os01g02780	2.522709765	0.0
LOC_Os01g02790	-0.6783602878800001	0.05412872077994162
LOC_Os01g02800	1.764225018977	0.05388024441571547
LOC_Os01g02810	0.39182053432599995	-0.20975052769424754
LOC_Os01g02830	-0.7032967278299997	-0.0077879643717076695
LOC_Os01g02850	0.542857141367	-0.5739523262052829
LOC_Os01g02870	0.519031145736	0.17560628147249488
LOC_Os01g02880	-8.689450499635003	0.32858579594508996
LOC_Os01g02884	-0.4224872369499999	1.6076797429159042
LOC_Os01g02890	1.20833333464	-2.027031880313461
LOC_Os01g02900	-0.015510848795000004	-3.4292483632574005
LOC_Os01g02910	-0.2083175372399999	-0.24152308537665454
LOC_Os01g02920	-0.8919218233500004	-3.482733040646073
LOC_Os01g02930	0.44712991737899993	-3.193286999932307
LOC_Os01g02940	-3.5350259300389997	-0.2488167760021767
LOC_Os01g02950	1.30939227606	0.07277631771065839
LOC_Os01g02960	4.689505435629999	-0.7451986141877763
LOC_Os01g02970	4.2517124788	0.0
LOC_Os01g02980	-4.093402694160002	0.10438185700807424
LOC_Os01g02980	-4.093402694160002	2.7623166175874068
LOC_Os01g02990	4.0681003643	0.0
LOC_Os01g03010	8.284313801460002	0.0
LOC_Os01g03020	-1.6308689817300004	1.7037470223229094
LOC_Os01g03040	5.0451588012499995	0.09117293510278898
LOC_Os01g03050	-2.4312088026399996	-0.39069113481063394
LOC_Os01g03060	-49.68869132563	-1.3379383568659653
LOC_Os01g03070	-9.324044889169999	0.3923895055111146
LOC_Os01g03080	-2.55345914794	0.22472667944703997
LOC_Os01g03090	-4.611060699337	0.2488757016265947
LOC_Os01g03100	-0.5850040993410001	0.18185961366300693
LOC_Os01g03110	-0.023038608474999944	1.8058195472204752
LOC_Os01g03130	4.8888889639999995	1.8172173717137543
LOC_Os01g03144	0.61208206612	0.5738232477189902
LOC_Os01g03160	-9.16006630191	-0.06694211466087323
LOC_Os01g03170	2.1707839567028997	-0.08140453363264852
LOC_Os01g03180	1.81308412385	-0.08482348302615826
LOC_Os01g03190	-0.0569620275799	0.12261444313197588
LOC_Os01g03210	0.747826107803	0.0
LOC_Os01g03220	10.434259247440002	-0.20216442446968175
LOC_Os01g03230	-4.1850198483500005	0.0
LOC_Os01g03240	-0.44611414987999964	0.0
LOC_Os01g03250	0.0	0.0
LOC_Os01g03260	6.099337397600001	0.0
LOC_Os01g03270	0.6872520007798001	-0.46922437235658393
LOC_Os01g03280	2.8023360044369996	0.1834992183774004
LOC_Os01g03290	-0.0322580649968	0.0
LOC_Os01g03300	31.639597450479997	0.0
LOC_Os01g03310	1.9439252354599998	0.0
LOC_Os01g03320	1.0318114910293	0.45718556229328244
LOC_Os01g03330	25.868802532000004	0.1844647006710996
LOC_Os01g03340	-11.902758737487	-0.47929031221391344
LOC_Os01g03350	7.924999957889999	-1.1329387048203197
LOC_Os01g03360	-40.10242912386	-6.400025183162481
LOC_Os01g03370	1.5464513731699996	0.0
LOC_Os01g03380	0.239436622237	1.855224307994332
LOC_Os01g03390	2.0940170902	0.6208191878247383
LOC_Os01g03400	-3.7572916954199993	0.0
LOC_Os01g03410	4.52515836243	0.0
LOC_Os01g03420	6.406163843983901	0.06452158089500705
LOC_Os01g03429	29.107692482346003	0.0
LOC_Os01g03440	2.070256013119999	0.0
LOC_Os01g03452	1.9256715000900004	0.0
LOC_Os01g03480	0.186144578529	-0.4059197167023221
LOC_Os01g03490	-1.28819440895	-0.6949169078950946
LOC_Os01g03500	4.640021919112	0.06415591468831068
LOC_Os01g03510	-0.26587655470999993	1.100708587610004
LOC_Os01g03520	0.8938118320735	-0.654300426977681
LOC_Os01g03530	7.3445186926099995	0.06314717817246508
LOC_Os01g03549	0.6163404251999971	0.2661833695921388
LOC_Os01g03570	1.07638889135	3.7487658328543474
LOC_Os01g03580	2.4379095222600005	-0.010826204723230754
LOC_Os01g03590	0.7646773850500002	0.0
LOC_Os01g03600	0.6384259065000002	0.0
LOC_Os01g03610	1.4902364372699997	0.0
LOC_Os01g03620	0.76267975041	-5.561409985790343
LOC_Os01g03630	3.9162429532200003	-1.8037899152045522
LOC_Os01g03640	16.79666426152	-0.4751357396473595
LOC_Os01g03650	0.5733442770602001	-0.6578352524704946
LOC_Os01g03660	0.7388414075849999	-0.709347723444943
LOC_Os01g03670	0.7493087549085999	-0.7132172277025007
LOC_Os01g03680	0.29608294333420004	0.22647386078872822
LOC_Os01g03690	1.324370010088	0.6509047655318019
LOC_Os01g03710	0.7245188282099999	-0.6304153896573943
LOC_Os01g03720	0.197080291645	1.24878724509284
LOC_Os01g03740	6.079685792229999	-0.11571146304196729
LOC_Os01g03730	-4.821450913580001	-0.6405825945338185
LOC_Os01g03750	-0.8134860876519998	-1.4553149370407579
LOC_Os01g03770	4.331976696200002	0.0
LOC_Os01g03780	2.56335443555	0.0
LOC_Os01g03790	7.52768887995	0.0
LOC_Os01g03800	0.8513943311399998	0.0
LOC_Os01g03810	0.6934630225999996	-0.007321348766598297
LOC_Os01g03820	-2.519273486079999	-2.069898697235305
LOC_Os01g03820	-2.519273486079999	-1.9464112239993134
LOC_Os01g03830	4.0331417932	-0.006077992088568301
LOC_Os01g03840	2.224178439525	3.1014483707325713
LOC_Os01g03860	3.9382677121	0.0
LOC_Os01g03870	-0.568043936087	-0.8191892292586886
LOC_Os01g03880	4.5410692070100005	0.0
LOC_Os01g03890	0.9423480252609998	4.734203412085409
LOC_Os01g03900	-2.7164179386900003	0.47819287904600244
LOC_Os01g03914	-0.27783661710000196	0.13317355602957187
LOC_Os01g03930	3.6668286213999988	0.0
LOC_Os01g03940	0.258620693509	1.4761137078700808
LOC_Os01g03950	-2.7216810131800004	1.7216386286458565
LOC_Os01g03960	0.800000011921	0.0
LOC_Os01g03970	4.841615157789999	0.0
LOC_Os01g03980	-12.081395548800002	0.5724084769123856
LOC_Os01g03989	1.7499999577799992	0.0
LOC_Os01g04000	5.165883000680001	0.0
LOC_Os01g04005	5.05693459343	-0.006013256095868766
LOC_Os01g04010	-40.6634615591	-1.4710778949944578
LOC_Os01g04020	-22.759510425069998	0.05845780352534183
LOC_Os01g04030	-0.04609573442999948	-0.5815302934779191
LOC_Os01g04040	-2.6287074576099996	0.7587014924419467
LOC_Os01g04050	-35.48963135123701	-3.306194019865781
LOC_Os01g04070	-4.9418189331299995	0.1861135304605097
LOC_Os01g04070	-4.9418189331299995	-0.3727773445855385
LOC_Os01g04080	0.5626780739810001	0.35440138043141955
LOC_Os01g04090	2.039924560076	0.0
LOC_Os01g04100	-0.40154994372399994	-2.8231726933902053
LOC_Os01g04110	9.464404639399998	-0.346595143404935
LOC_Os01g04120	1.0365448607499999	2.130777843158975
LOC_Os01g04140	0.20018352785000015	0.0
LOC_Os01g04150	1.1092105257899991	-0.011239738148296815
LOC_Os01g04160	-1.3529075043409997	0.19402452784688354
LOC_Os01g04170	0.16483516729100003	-0.30392830010582994
LOC_Os01g04180	7.652062396800002	0.0
LOC_Os01g04190	-0.01053993348600002	-1.6202861297131474
LOC_Os01g04200	3.6097281500499996	-0.35681929586463945
LOC_Os01g04220	-0.9177629772750002	0.3107786797784414
LOC_Os01g04230	2.7493087949338997	1.2693775471372568
LOC_Os01g04250	0.8146004384710002	-0.08682761892014246
LOC_Os01g04260	-16.658428401252	-2.220889688040119
LOC_Os01g04270	2.1085970592000027	0.0
LOC_Os01g04280	0.24898306434600004	1.7846190700635185
LOC_Os01g04290	0.2820269791393	-0.050563138519586
LOC_Os01g04300	0.6140350946909999	1.5542695817055026
LOC_Os01g04320	7.870672689499997	0.0
LOC_Os01g04324	-0.8181112381869999	-2.0336394028480744
LOC_Os01g04330	-5.661326867693	0.6497145292707664
LOC_Os01g04340	1.93770389869	-0.1956075395923256
LOC_Os01g04350	0.0	-1.2103381545455638
LOC_Os01g04360	0.0	-1.311027179962013
LOC_Os01g04370	-32.255639236003006	-5.549046884691838
LOC_Os01g04380	0.9985446988840001	-4.029173713522986
LOC_Os01g04390	0.22448979470199998	1.0264585987182229
LOC_Os01g04409	-8.129870153190002	-2.2513556884704227
LOC_Os01g04430	0.0	-0.6454404745610316
LOC_Os01g04440	4.0438103541	-0.828758184337232
LOC_Os01g04450	-1.944026754621	-1.9309250918334153
LOC_Os01g04460	2.4495798283640005	-0.25671415045863805
LOC_Os01g04470	0.14529222928899999	-0.5343704143592208
LOC_Os01g04480	-0.4105392060500004	-0.7261848989926287
LOC_Os01g04480	-0.4105392060500004	0.0
LOC_Os01g04490	0.3469205918999999	0.45685182136474367
LOC_Os01g04500	2.40350878356	0.5240717253067964
LOC_Os01g04520	1.012821176405	0.059761194285465336
LOC_Os01g04540	27.310090534045997	-0.1259947293424126
LOC_Os01g04570	3.7766572446799995	-1.482205997777288
LOC_Os01g04570	3.7766572446799995	2.033743312747994
LOC_Os01g04580	0.28572857078650005	-2.288097416886078
LOC_Os01g04590	-0.30941451099100004	-0.002438822629181668
LOC_Os01g04600	1.036263549956	0.11556803515238002
LOC_Os01g04610	6.1482456314	0.0
LOC_Os01g04620	-1.554924236044	-1.3000124104451631
LOC_Os01g04630	0.4156516382944	0.46660033077493
LOC_Os01g04640	0.3658536533880001	0.4882141258722066
LOC_Os01g04640	0.3658536533880001	-0.08155312525516363
LOC_Os01g04650	-21.414832675120003	-0.9455504876307325
LOC_Os01g04660	-18.960286286760002	-0.9600484869964366
LOC_Os01g04670	6.721293726719999	-0.2907499287903813
LOC_Os01g04680	-0.48416021459999925	-0.3881564664036178
LOC_Os01g04699	6.349811554299997	0.3175631190349473
LOC_Os01g04710	-5.791666824369999	-0.8227069667450175
LOC_Os01g04720	-0.05321821712000041	0.3409079620347217
LOC_Os01g04730	-35.6170216615	0.6503654574008352
LOC_Os01g04740	0.0	0.0
LOC_Os01g04750	1.3452380651700002	-0.619570110295933
